Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
All Your Hiding	Moonrisers	Elizabeth Ann Nowicki	Harsh & Exciting						Instrumental	7126978	172	1	1	3	10		4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:13 PM			
So Hot You're Hurting My Feelings	Squirrel Flower		Take It or Leave It / So Hot You're Hurting My Feelings - Single						Alternative	7475706	209	1	1	2	2	2020	12/1/23, 2:16 PM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:17 PM			
Here's Your Song	Fatal Flowers	Fatal Flowers	Fatal Flowers / Younger Days						Pop	6362459	176	1	1	16	16	1986	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:20 PM			
Barbarian Kings	Morgan Delt		Morgan Delt						Indie Pop	8453329	233	1	1	2	11	2014	4/24/25, 6:29 PM		256	44100		Apple Music AAC audio file			3	4/30/25, 12:23 PM			
Should've Been a Cowboy	Toby Keith	Toby Keith	Should've Been a Cowboy (25th Anniversary Edition)						Country	8108461	209	1	1	1	13	1993	4/26/25, 3:22 PM	4/26/25, 3:22 PM	256	44100		Apple Music AAC audio file			4	4/30/25, 12:27 PM			
A Horse with No Name	America	Dewey Bunnell	Made in America						Rock	9612543	252	1	1	1	22	1971	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			2	4/30/25, 12:31 PM			
On the Road	Rattlesnake Milk	SEAN LEWIS	Chicken Fried Snake						Americana	8035663	219	1	1	1	9	2022	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:35 PM			
Bei Mir Bist Du Schoen	Charley Crockett	Sholom Secunda	A Stolen Jewel						Blues	6146267	166	1	1	13	13	2015	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:38 PM			
Hi Dee Dee	Ty Segall	Ty Segall	Three Bells						Alternative	6918311	191	1	1	4	15	2024	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:41 PM			
Her Eyes Are a Blue Million Miles	Captain Beefheart & His Magic Band	Captain Beefheart	Clear Spot						Rock	6281232	177	1	1	10	12	1972	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:44 PM			
King Of The Road	Roger Miller	Roger Miller	Golden Hits						Country	5339317	147	1	1	1	11	1965	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:46 PM			
Touch Me I'm Sick	Mudhoney	Mudhoney, Steve Turner, Dan Peters, Mark McLaughlin & Matt Lukin	Superfuzz Bigmuff (Deluxe Edition)						Alternative	5568110	152	1	2	1	17	1988	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:49 PM			
Thick As a Brick (Edit No. 1)	Jethro Tull	Ian Anderson	The Best of Acoustic Jethro Tull (Remastered)						Rock	7427506	182	1	1	6	24	2001	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:52 PM			
Steam Powered Aereo Plane	John Hartford	John Hartford	Aereo-Plain						Singer/Songwriter	8838764	223	1	1	11	16	1971	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 12:56 PM			
The Landkeeper	Men I Trust	Jessy Caron, Emmanuelle Proulx & Dragos Chiriac	Equus Asinus						Folk	8179625	224	1	1	6	14	2025	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 1:04 PM			
Con Te Partiro	Andrea Bocelli	Francesco Sartori	Bocelli						Pop	8895872	250	1	1	1	10	1995	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 1:08 PM			
Pyramid of Health	Viagra Boys	Sebastian Murphy, Henrik Höckert, Tor Sjödén, Elias Jungqvist, Oskar Carls, Linus Hillborg & Pelle Gunnerfeldt	viagr aboys						Punk	7095223	195	1	1	4	11	2025	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 1:12 PM			
Thruck Diebes	YYARD	Yannis Anft	Pattern Gardening						House	14223591	389	1	1	9	22	2025	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 1:18 PM			
So Hot You're Hurting My Feelings	Caroline Polachek	Caroline Polachek, Daniel Nigro & Teddy Geiger	Pang						Indie Pop	6656021	183	1	1	12		2019	4/30/25, 8:52 AM		256	44100		Apple Music AAC audio file			1	4/30/25, 1:21 PM			
